sku|code|name|type|price|sale_price|availability|link|image1|image2|cost|release_date|category|author_speaker_editor|brand|custom_design|target_audience|skill_level|technique|rating|stock_status|short_description|description
Z4209|Z4209|Orange Old Cars T-Shirt Medium|Apparel & Accessories|13.00|10.00|Y|http://OldCarsBookStore.com/orange-old-cars-t-shirt-medium|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/4/Z4209.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/4/Z4209.jpg|0.00|2008-10-01 00:00:00|631~2445~2595~4597~4615~4617~4637~4641~4667~7857|Old Cars Weekly|Old Cars Weekly||||||1|Really, who doesn't love cars? And who doesn't love t-shirts? Is there any better way to combine tha|Really, who doesn't love cars? And who doesn't love t-shirts? Is there any better way to combine that love than with car t-shirts in your closet? The Old Cars Weekly orange logo t-shirt is a great addition to any wardrobe.
Z4210|Z4210|Orange Old Cars T-Shirt Large|Apparel & Accessories|13.00|10.00|Y|http://OldCarsBookStore.com/orange-old-cars-t-shirt-large|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/4/Z4210.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/4/Z4210.jpg|0.00|2008-10-01 00:00:00|631~2445~2595~4597~4615~4617~4637~4641~4667~7857|Old Cars Weekly|Old Cars Weekly||||||1|Really, who doesn't love cars? And who doesn't love t-shirts? Is there any better way to combine tha|Really, who doesn't love cars? And who doesn't love t-shirts? Is there any better way to combine that love than with car t-shirts in your closet? The Old Cars Weekly orange logo t-shirt is a great addition to any wardrobe.
Z4211|Z4211|Orange Old Cars T-Shirt Xlarge|Apparel & Accessories|13.00|10.00|N|http://OldCarsBookStore.com/orange-old-cars-t-shirt-xlarge|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/4/Z4211.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/4/Z4211.jpg|0.00|2008-10-01 00:00:00|631~2445~2595~4597~4615~4617~4637~4641~4667~7857|Old Cars Weekly|Old Cars Weekly||||||0|Really, who doesn't love cars? And who doesn't love t-shirts? Is there any better way to combine tha|Really, who doesn't love cars? And who doesn't love t-shirts? Is there any better way to combine that love than with car t-shirts in your closet? The Old Cars Weekly orange logo t-shirt is a great addition to any wardrobe.
Z4213|Z4213|Old Car Wreck T-Shirt Small|Apparel & Accessories|13.00|10.00|Y|http://OldCarsBookStore.com/old-car-wreck-t-shirt-small|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/4/Z4213.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/4/Z4213.jpg|0.00|2008-10-01 00:00:00|631~2445~2595~4597~4615~4617~4637~4641~4667~7857|Old Cars Weekly|Old Cars Weekly||||||1|Really, who doesn't love cars? And who doesn't love t-shirts? Is there any better way to combine tha|Really, who doesn't love cars? And who doesn't love t-shirts? Is there any better way to combine that love than with car t-shirts in your closet? The Old Cars Weekly black Wreck t-shirt is a great addition to any wardrobe.
Z4214|Z4214|Old Car Wreck T-Shirt Medium|Apparel & Accessories|13.00|10.00|Y|http://OldCarsBookStore.com/old-car-wreck-t-shirt-medium|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/4/Z4214.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/4/Z4214.jpg|0.00|2008-10-01 00:00:00|631~2445~2595~4597~4615~4617~4637~4641~4667~7857|Old Cars Weekly|Old Cars Weekly||||||1|Really, who doesn't love cars? And who doesn't love t-shirts? Is there any better way to combine tha|Really, who doesn't love cars? And who doesn't love t-shirts? Is there any better way to combine that love than with car t-shirts in your closet? The Old Cars Weekly black Wreck t-shirt is a great addition to any wardrobe.
Z4215|Z4215|Old Car Wreck T-Shirt Large|Apparel & Accessories|13.00|10.00|N|http://OldCarsBookStore.com/old-car-wreck-t-shirt-large|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/4/Z4215.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/4/Z4215.jpg|0.00|2008-10-01 00:00:00|631~2445~2595~4597~4615~4617~4637~4641~4667~7857|Old Cars Weekly|Old Cars Weekly||||||0|Really, who doesn't love cars? And who doesn't love t-shirts? Is there any better way to combine tha|Really, who doesn't love cars? And who doesn't love t-shirts? Is there any better way to combine that love than with car t-shirts in your closet? The Old Cars Weekly black Wreck t-shirt is a great addition to any wardrobe.
Z4711|Z4711|Military Vehicles Magazine June 2008 Digital Download|Download|4.95|2.99|Y|http://OldCarsBookStore.com/military-vehicles-magazine-june-2008-digital-download|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/4/Z4711.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/4/Z4711.jpg|0.00|2008-10-01 00:00:00|631~2363~2525~4499~4555~4591~4593~4605~4615~4617~4635~4637~4667||Military Vehicles Magazine||||||1|Military Vehicles Magazine June 2008-Digital Download|Big Trucks Restorin' & Runnin'<br>  REO 6x6 All Season Deuce<br>  666: Devil of a Truck<br>  Hang On: Half-Track Hand Holds<br>  <p><i>PLEASE NOTE: This is a large file that is best downloaded with a broadband connection, such as DSL or a cable modem.</p>
Z4712|Z4712|Military Vehicles Magazine August 2008 Digital Download|Download|4.95|2.99|Y|http://OldCarsBookStore.com/military-vehicles-magazine-august-2008-digital-download|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/4/Z4712.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/4/Z4712.jpg|0.00|2008-10-01 00:00:00|631~2595~2597~4499~4555~4591~4593~4605~4615~4617~4635~4637~4667||Military Vehicles Magazine||||||1|Military Vehicles Magazine August 2008-Digital Download|Chevy G-506: WWII Workhorse<br>  No Flow, No Go: Fuel Shut-Off Valve<br>  Behind The Lines: Polesetters to Maintenance<br>  Wheel Wobble? Check the Steering Gear<br>
Z4713|Z4713|Military Vehicles Magazine October 2008 Digital Download|Download|4.95|2.99|Y|http://OldCarsBookStore.com/military-vehicles-magazine-october-2008-digital-download|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/4/Z4713.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/4/Z4713.jpg|0.00|2008-10-01 00:00:00|631~2595~2597~4499~4555~4591~4593~4605~4615~4617~4635~4637~4667||Military Vehicles Magazine||||||1|Military Vehicles Magazine October 2008-Digital Download|10 TOns! M1 & M1A1 Wreckers<br>  For the Guys: Holiday Gift Guide<br>  Paint Prep<br>  Heavy Move: MVs & Locomotives<br>  <p><i>PLEASE NOTE: This is a large file that is best downloaded with a broadband connection, such as DSL or a cable modem.</p>
Z4714|Z4714|Old Cars Weekly May 8, 2008 Digital Download|Download|2.99|2.99|Y|http://OldCarsBookStore.com/old-cars-weekly-may-8-2008-digital-download|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/4/Z4714.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/4/Z4714.jpg|0.00|2008-10-01 00:00:00|631~2423~2445~2595~2599~4591~4593~4605~4613~4615~4617~4635~4637~4667|Old Cars Weekly|Old Cars Weekly||||||1|Old Cars Weekly May 8, 2008-Digital Download|Two Enemies: Unusual AAF Boots<br>  Chinese-American: The Saco Medal<br>  Mustang Pace Cars at Mecum Auction<br>  Fish Out of Water: Unearthing a Hemi 'Cuda<br>
Z4715|Z4715|Old Cars Weekly May 15, 2008 Digital Download|Download|2.99|2.99|Y|http://OldCarsBookStore.com/old-cars-weekly-may-15-2008-digital-download|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/4/Z4715.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/4/Z4715.jpg|0.00|2008-10-01 00:00:00|631~2423~2445~2595~2599~4591~4593~4605~4613~4615~4617~4635~4637~4667|Old Cars Weekly|Old Cars Weekly||||||1|Old Cars Weekly May 15, 2008-Digital Download|1907 White Steamer<br>  Spring Carlisle<br>  Father's Day Gift Guide<br>
Z4717|Z4717|Old Cars Weekly May 29, 2008 Digital Download|Download|2.99|2.99|Y|http://OldCarsBookStore.com/old-cars-weekly-may-29-2008-digital-download|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/4/Z4717.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/4/Z4717.jpg|0.00|2008-10-01 00:00:00|631~2423~2445~2595~2599~4591~4593~4605~4613~4615~4617~4635~4637~4667|Old Cars Weekly|Old Cars Weekly||||||1|Old Cars Weekly May 29, 2008-Digital Download|Recollections of the first Great Race<br>  The 1978 Ford LTD<br>  Auction Reports, and more<br>
Z4883|Z4883|Standard Catalog of U.S. Military Vehicles CD||19.99||Y|http://OldCarsBookStore.com/standard-catalog-of-us-military-vehicles-cd|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/4/Z4883.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/4/Z4883.jpg|1.06|2008-11-14 00:00:00|631~2423~2437~2463~2471~4469~4483~4499~4509~4555~4563~4569~4591~4593~4597~4605~4611~4615~4617~4629~4631~4637~4667~8332~8348||Krause Publications||||||1|<p>In this <strong>military vehicles guide</strong>, David Doyle brings you every notable U.S. defense vehicle produced between WWII and Operation Desert Storm. <br /></p><p>Find Inside: <ul><li>Updated market pricing</li><li>1 to 6 grading scale</li><li>1,000 photos</li><li>Production, history, engine and original pricing details</li></ul>|<h4>You'll Love This If:</h4><ul><li>You love military vehicle</li><li>You want collector pricing and information</li><li>You are a war and history buff</li></ul><p>In this <strong>military vehicles guide</strong>, David Doyle brings you every notable U.S. defense vehicle produced between WWII and Operation Desert Storm. <br /></p><h4>In This Military Vehicle Guide You&rsquo;ll Find:</h4><ul><li>Updated market pricing and a 1 to 6 grading scale</li><li>1,000 photos to flip through and easily identify</li><li>Production, history, engine and original pricing details</li></ul><p><b>A MUST HAVE for any military and history enthuasiast!</b></p><p>All files are in PDF format, so they'll work on almost any computer (PC or Macintosh) and can be viewed with Acrobat Reader 8.0 (a free program that can be downloaded <a href=http://www.adobe.com/products/acrobat/readstep2.html>here</a>.)</p>
Z4953|Z4953|Standard Catalog of German Military Vehicles DVD||19.99||Y|http://OldCarsBookStore.com/standard-catalog-of-german-military-vehicles-dvd|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/4/Z4953.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/4/Z4953.jpg|1.06|2008-12-08 00:00:00|631~2423~2437~2465~2471~3387~4499~4555~4563~4569~4591~4593~4597~4605~4615~4617~4629~4631~4667~8332~8348||Krause Publications||||||1|<p>Amazing photography and accurate technical information, combined with in-depth research, make this DVD essential reading for anyone interested in the war machines of Nazi Germany.  </p><p>Filled with more than 1,200 photographs, production data and technical specifications, readers will broaden their knowledge of legendary vehicles from Tiger tanks to the BMW R75 motorcycle.</p>|<l><p>Amazing photography and accurate technical information, combined with in-depth research, make this DVD essential reading for anyone interested in the war machines of Nazi Germany.  Filled with more than 1,200 photographs, production data and technical specifications, readers will broaden their knowledge of legendary vehicles from Tiger tanks to the BMW R75 motorcycle.</l></p>
Z5060|Z5060|Standard Catalog of Chevrolet CD||19.99||Y|http://OldCarsBookStore.com/standard-catalog-of-chevrolet-cd|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/5/Z5060.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/5/Z5060.jpg|1.09|2009-02-05 00:00:00|631~2423~2425~2471~2595~4469~4475~4499~4503~4509~4563~4569~4591~4593~4597~4605~4611~4615~4617~4623~4629~4631~4667~4669~4709~8332~8348~8370|John Gunnell|Krause Publications||||||1|America's best-selling automobile has come a long way, from the 1912 Classic Six-a large, five-p|<p>America's best-selling automobile has come a long way, from the 1912 Classic Six-a large, five-passenger touring sedan, to today's engineering technology. Collectors and hobbyists will appreciate the user-friendly style and comprehensive coverage of every Chevrolet ever built, with new facts and photos and collector-market values updated to 2003. Includes Chevrolets, Camaros, Chevelles, Corvairs, Caprices, Bel Airs, Impalas, Super Sports-even the super-collectible Corvette.</p> <ul> <li>Listings cover equipment and technical specifications, production data, engine details, historical facts, and more</li> <li>New expanded VIN information, factory color scheme information, and fewer codes and abbreviations</li> <li>Coverage of the  50th Anniversary Corvette and Corvette Z06</li> </ul>
Z5061|Z5061|Standard Catalog of Chrysler CD||19.99||Y|http://OldCarsBookStore.com/standard-catalog-of-chrysler-cd|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/5/Z5061.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/5/Z5061.jpg|1.03|2009-04-30 00:00:00|631~2417~2423~2427~2471~2595~4469~4477~4509~4563~4569~4591~4593~4595~4597~4611~4615~4617~4623~4629~4631~4667~8332~8348~8615|James T. Lenzke|Krause Publications||||||1|The ultimate resource for Chrysler fans and automotive historians, this CD covers the entire Chrysle|The ultimate resource for Chrysler fans and automotive historians, this CD covers the entire Chrysler automotive family, including Dodge, Plymouth, Imperial, De Soto and Eagle. Complete with more than eight decades of year-by-year history, photos, vehicle descriptions, production data, option lists, VIN numbers, and up-to-date collector pricing for thousands of vehicles.
Z5062|Z5062|Standard Catalog of Ford, 4th Edition CD||19.99||N|http://OldCarsBookStore.com/standard-catalog-of-ford-4th-edition-cd|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/120x120/9df78eab33525d08d6e5fb8d27136e95/Z/5/Z5062.jpg|http://cdn.fwmedia.com/media/catalog/product/cache/0/image/200x200/9df78eab33525d08d6e5fb8d27136e95/Z/5/Z5062.jpg|1.11|2009-02-25 00:00:00|631~2423~2431~2471~2595~4469~4481~4499~4503~4509~4563~4569~4591~4593~4597~4605~4611~4615~4617~4623~4629~4631~4667~4669~4709~8370|John Gunnell|Krause Publications|||||4.0|0|From the publishers of Old Cars Weekly and Old Cars Price Guide magazines comes the ul|<h4>You'll Love This If:</h4><ul><li>You love Ford</li><li>You want market values and details for Fords</li><li>You enjoy reading about the history of Ford</li></ul><p>In this <b>Ford car guide</b>, John Gunnell brings you updated pricing for every Ford built in the 20th century. Utilize this ultimate resource to find everything you need to help identify, buy, restore, and/or invest in Ford vehicles.<br></p><h4>In This Ford Guide CD You’ll Find:</h4><ul><li>Expanded information on Mustangs and Thunderbirds</li><li>Price listings and historical information</li><li>Photos of Ford models to help easily identify</li></ul><p>All files are in PDF format, so they'll work on almost any computer (PC or Macintosh) and can be viewed with Acrobat Reader 8.0 (a free program that can be downloaded <a href=http://www.adobe.com/products/acrobat/readstep2.html>here</a>.)</p><h4><span style=color: #808080;>About John Gunnell</span></h4><p>John Gunnell is the inventor of the Standard Catalog format, and has compiled most of the catalogs published to date. He is a respected authority of collectible automobiles, a long-time collector, and has authored or edited dozens of books in his 30 years with Krause Publications.</p>
